M,Z
1036.969,-12.795
1037.969,-12.778
1038.969,-12.761
1039.969,-12.744
1040.969,-12.727
1041.969,-12.71
1042.969,-12.692
1043.969,-12.675
1044.969,-12.658
1045.969,-12.641
1046.969,-12.624
1047.969,-12.606
1048.969,-12.589
1049.969,-12.572
1050.969,-12.555
1051.969,-12.537
1052.969,-12.52
1053.969,-12.503
1054.969,-12.485
1055.969,-12.468
1056.969,-12.451
1057.969,-12.433
1058.969,-12.416
1059.969,-12.399
1060.969,-12.381
1061.969,-12.364
1062.969,-12.346
1063.969,-12.329
1064.969,-12.312
1065.969,-12.302
1066.968,-12.294
1067.968,-12.285
1068.968,-12.277
1069.968,-12.269
1070.968,-12.261
1071.968,-12.253
1072.968,-12.245
1073.968,-12.238
1074.968,-12.23
1075.968,-12.223
1076.968,-12.215
1077.968,-12.208
1078.968,-12.201
1079.968,-12.194
1080.968,-12.187
1081.968,-12.18
1082.968,-12.173
1083.968,-12.167
1084.968,-12.16
1085.968,-12.154
1086.968,-12.148
1087.968,-12.141
1088.968,-12.135
1089.968,-12.129
1090.968,-12.124
1091.968,-12.126
1092.968,-12.128
1093.968,-12.13
1094.968,-12.132
1095.968,-12.134
1096.968,-12.136
1097.968,-12.138
1098.968,-12.141
1099.968,-12.143
1100.967,-12.145
1101.967,-12.147
1102.967,-12.149
1103.967,-12.151
1104.967,-12.153
1105.967,-12.155
1106.967,-12.157
1107.967,-12.159
1108.967,-12.161
1109.967,-12.163
1110.967,-12.166
1111.967,-12.168
1112.967,-12.17
1113.967,-12.172
1114.967,-12.174
1115.967,-12.176
1116.967,-12.178
1117.967,-12.18
1118.967,-12.182
1119.967,-12.184
1120.967,-12.186
1121.967,-12.188
1122.967,-12.19
1123.967,-12.193
1124.967,-12.195
1125.967,-12.197
1126.967,-12.199
1127.967,-12.201
1128.967,-12.203
1129.967,-12.205
1130.967,-12.207
1131.967,-12.209
1132.967,-12.211
1133.966,-12.213
1134.966,-12.215
1135.966,-12.218
1136.966,-12.22
1137.966,-12.222
1138.966,-12.224
1139.966,-12.226
1140.966,-12.228
1141.966,-12.23
1142.966,-12.232
1143.966,-12.234
1144.966,-12.236
1145.966,-12.238
1146.966,-12.24
1147.966,-12.243
1148.966,-12.245
1149.966,-12.247
1150.966,-12.249
1151.966,-12.251
1152.966,-12.253
1153.966,-12.255
1154.966,-12.257
1155.966,-12.259
1156.966,-12.261
1157.966,-12.263
1158.966,-12.265
1159.966,-12.267
1160.966,-12.27
1161.966,-12.272
1162.966,-12.274
1163.966,-12.276
1164.966,-12.278
1165.966,-12.28
1166.966,-12.282
1167.965,-12.284
1168.965,-12.286
1169.965,-12.288
1170.965,-12.29
1171.965,-12.292
1172.965,-12.295
1173.965,-12.297
1174.965,-12.299
1175.965,-12.301
1176.965,-12.303
1177.965,-12.305
1178.965,-12.307
1179.965,-12.309
1180.965,-12.311
1181.965,-12.313
1182.965,-12.315
1183.965,-12.317
1184.965,-12.32
1185.965,-12.322
1186.965,-12.324
1187.965,-12.326
1188.965,-12.328
1189.965,-12.33
1190.965,-12.332
1191.965,-12.334
1192.965,-12.336
1193.965,-12.338
1194.965,-12.34
1195.965,-12.342
1196.965,-12.344
1197.965,-12.347
1198.965,-12.349
1199.965,-12.351
1200.965,-12.353
1201.964,-12.355
1202.964,-12.357
1203.964,-12.359
1204.964,-12.361
1205.964,-12.363
1206.964,-12.365
1207.964,-12.367
1208.964,-12.369
1209.964,-12.359
1210.964,-12.341
1211.964,-12.322
1212.964,-12.304
1213.964,-12.285
1214.964,-12.267
1215.964,-12.249
1216.964,-12.23
1217.964,-12.212
1218.964,-12.194
1219.964,-12.176
1220.964,-12.158
1221.964,-12.14
1222.964,-12.122
1223.964,-12.104
1224.964,-12.086
1225.964,-12.068
1226.964,-12.051
1227.964,-12.033
1228.964,-12.016
1229.964,-11.998
1230.964,-11.981
1231.964,-11.963
1232.964,-11.946
1233.964,-11.929
1234.964,-11.911
1235.963,-11.894
1236.963,-11.877
1237.963,-11.86
1238.963,-11.843
1239.963,-11.826
1240.963,-11.809
1241.963,-11.793
1242.963,-11.776
1243.963,-11.759
1244.963,-11.742
1245.963,-11.726
1246.963,-11.709
1247.963,-11.693
1248.963,-11.676
1249.963,-11.66
1250.963,-11.644
1251.963,-11.628
1252.963,-11.611
1253.963,-11.595
1254.963,-11.579
1255.963,-11.563
1256.963,-11.547
1257.963,-11.532
1258.963,-11.516
1259.963,-11.5
1260.963,-11.484
1261.963,-11.469
1262.963,-11.453
1263.963,-11.438
1264.963,-11.422
1265.963,-11.407
1266.963,-11.391
1267.963,-11.376
1268.963,-11.361
1269.962,-11.346
1270.962,-11.33
1271.962,-11.315
1272.962,-11.3
1273.962,-11.285
1274.962,-11.271
1275.962,-11.256
1276.962,-11.241
1277.962,-11.226
1278.962,-11.212
1279.962,-11.197
1280.962,-11.183
1281.962,-11.168
1282.962,-11.154
1283.962,-11.139
1284.962,-11.125
1285.962,-11.111
1286.962,-11.097
1287.962,-11.082
1288.962,-11.068
1289.962,-11.054
1290.962,-11.04
1291.962,-11.027
1292.962,-11.013
1293.962,-10.999
1294.962,-10.985
1295.962,-10.972
1296.962,-10.958
1297.962,-10.944
1298.962,-10.931
1299.962,-10.918
1300.962,-10.904
1301.962,-10.891
1302.962,-10.878
1303.961,-10.865
1304.961,-10.851
1305.961,-10.838
1306.961,-10.825
1307.961,-10.812
1308.961,-10.799
1309.961,-10.787
1310.961,-10.774
1311.961,-10.761
1312.961,-10.748
1313.961,-10.736
1314.961,-10.723
1315.961,-10.711
1316.961,-10.698
1317.961,-10.686
1318.961,-10.674
1319.961,-10.661
1320.961,-10.649
1321.961,-10.637
1322.961,-10.625
1323.961,-10.613
1324.961,-10.601
1325.961,-10.589
1326.961,-10.577
1327.961,-10.566
1328.961,-10.575
1329.961,-10.595
1330.961,-10.615
1331.961,-10.634
1332.961,-10.654
1333.961,-10.673
1334.961,-10.693
1335.961,-10.712
1336.96,-10.731
1337.96,-10.75
1338.96,-10.769
1339.96,-10.787
1340.96,-10.806
1341.96,-10.824
1342.96,-10.843
1343.96,-10.861
1344.96,-10.879
1345.96,-10.897
1346.96,-10.914
1347.96,-10.932
1348.96,-10.949
1349.96,-10.967
1350.96,-10.984
1351.96,-11.001
1352.96,-11.018
1353.96,-11.039
1354.96,-11.064
1355.96,-11.088
1356.96,-11.112
1357.96,-11.136
1358.96,-11.16
1359.96,-11.183
1360.96,-11.206
1361.96,-11.229
1362.96,-11.252
1363.96,-11.274
1364.96,-11.296
1365.96,-11.318
1366.96,-11.34
1367.96,-11.362
1368.96,-11.383
1369.96,-11.404
1370.959,-11.425
1371.959,-11.446
1372.959,-11.466
1373.959,-11.486
1374.959,-11.506
1375.959,-11.526
1376.959,-11.546
1377.959,-11.565
1378.959,-11.584
1379.959,-11.603
1380.959,-11.622
1381.959,-11.64
1382.959,-11.658
1383.959,-11.676
1384.959,-11.694
1385.959,-11.712
1386.959,-11.729
1387.959,-11.746
1388.959,-11.763
1389.959,-11.78
1390.959,-11.796
1391.959,-11.812
1392.959,-11.828
1393.959,-11.844
1394.959,-11.86
1395.959,-11.875
1396.959,-11.89
1397.959,-11.905
1398.959,-11.919
1399.959,-11.934
1400.959,-11.948
1401.959,-11.962
1402.959,-11.976
1403.959,-11.989
1404.958,-12.003
1405.958,-12.016
1406.958,-12.029
1407.958,-12.041
1408.958,-12.054
1409.958,-12.066
1410.958,-12.078
1411.958,-12.09
1412.958,-12.101
1413.958,-12.112
1414.958,-12.123
1415.958,-12.134
1416.958,-12.145
1417.958,-12.155
1418.958,-12.165
1419.958,-12.175
1420.958,-12.185
1421.958,-12.195
1422.958,-12.204
1423.958,-12.213
1424.958,-12.222
1425.958,-12.23
1426.958,-12.239
1427.958,-12.247
1428.958,-12.255
1429.958,-12.263
1430.958,-12.27
1431.958,-12.277
1432.958,-12.285
1433.958,-12.291
1434.958,-12.298
1435.958,-12.304
1436.958,-12.31
1437.958,-12.316
1438.957,-12.322
1439.957,-12.328
1440.957,-12.333
1441.957,-12.338
1442.957,-12.343
1443.957,-12.347
1444.957,-12.352
1445.957,-12.356
1446.957,-12.36
1447.957,-12.353
1448.957,-12.345
1449.957,-12.338
1450.957,-12.331
1451.957,-12.323
1452.957,-12.316
1453.957,-12.309
1454.957,-12.301
1455.957,-12.294
1456.957,-12.286
1457.957,-12.279
1458.957,-12.272
1459.957,-12.264
1460.957,-12.257
1461.957,-12.249
1462.957,-12.242
1463.957,-12.234
1464.957,-12.227
1465.957,-12.219
1466.957,-12.212
1467.957,-12.204
1468.957,-12.197
1469.957,-12.189
1470.957,-12.182
1471.957,-12.174
1472.956,-12.166
1473.956,-12.159
1474.956,-12.151
1475.956,-12.144
1476.956,-12.136
1477.956,-12.128
1478.956,-12.121
1479.956,-12.113
1480.956,-12.106
1481.956,-12.098
1482.956,-12.09
1483.956,-12.083
1484.956,-12.075
1485.956,-12.067
1486.956,-12.06
1487.956,-12.052
1488.956,-12.044
1489.956,-12.036
1490.956,-12.029
1491.956,-12.021
1492.956,-12.013
1493.956,-12.005
1494.956,-11.998
1495.956,-11.99
1496.956,-11.982
1497.956,-11.977
1498.956,-11.975
1499.956,-11.973
