CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
200315,20-6-2003,30-9-2003,Aivars Terauds; Envirotech,Add Latvia data,NaN,NaN,NaN,Added datum 6661; geogCRS 4661 4388 4389 66616405 66616413; proj 19990; projCRS 3059; tfm 1958. Added aliases and remarks to CRSs 2600 3300-01 4126 4133 4180.
200318,27-6-2003,17-3-2004,Richard Wylde; ExxonMobil,Add Jamaica transformation,NaN,NaN,NaN,Added tfms 1083-86. 10086-88.
200334,27-11-2003,28-11-2003,"Maxim Dubinin; Biodiversity Conservation Center, Moscow",Add Romania transformation,NaN,NaN,NaN,Added tfm 1097 and 1996.
200422,25-3-2004,31-5-2004,"Emelie Nilsson, Lund University",Add data for Laos.,NaN,NaN,NaN,"Added datums 6676-78, geogCRS 4676-78 4991 4993, geocentric CRS 4990 4992, conv 15560-63, tfm 1063-65 and 8651-52."
200424,21-4-2004,27-4-2004,Marcus Schaber; Logitrak AG,Add Germany Berlin CRS,NaN,NaN,NaN,"Added area 2898, proj 19996, projCRS 3068."
200426,23-4-2004,27-4-2004,Ted Koch; State of Wisconsin,Add Wisconsin NAD83 TM,NaN,NaN,NaN,Added proj  14811 and 14841; projCRS 3069-71.
2004272,27-4-2004,14-10-2004,Melita Kennedy; ESRI,Add Michigan Oblique Mercator,NaN,NaN,NaN,Added proj 12150 and projCRS 3078-79.
2004273,27-4-2004,14-10-2004,Melita Kennedy; ESRI,Add Texas state-wide systems,NaN,NaN,NaN,Added proj 14251-54 and projCRS 3080-85.
200428,27-4-2004,28-5-2004,Melita Kennedy; ESRI,Add UTM for Japan,NaN,NaN,NaN,Added projCRS 3092-3101.
2004565,12-10-2004,14-10-2004,Nicolas Lesage; IGN / DGIWG,"Add  vertical CRSs for St Pierre & Miquelon, Mayotte, Martinique, Guadeloupe",NaN,NaN,NaN,Added datums 5190-93; vertCRSs 5792-95.
200457,12-10-2004,14-10-2004,Barry Barrs; Exxon-Mobil,Add Brazil tfms.,NaN,NaN,NaN,Added tfm 10089-93.
2004621,12-10-2004,16-3-2006,Wayne Jauer; ExxonMobil,Improve printout from browse foms,NaN,NaN,NaN,To be implemented once addressed by correspondent.
2004622,12-10-2004,16-3-2006,Wayne Jauer; ExxonMobil,Add context-sensitive help to browse foms,NaN,NaN,NaN,To be implemented once addressed by correspondent.
2004623,12-10-2004,16-3-2006,Wayne Jauer; ExxonMobil,Add indexed and searchable help files,NaN,NaN,NaN,To be implemented once addressed by correspondent.
200471,9-11-2004,26-11-2004,"Ralph Buchholz; Planning Department,",Add Channel Islands data,NaN,NaN,NaN,Added proj 19998-99 and projCRS 3108-09.
200506,3-2-2005,27-5-2005,Claude Williamson; Landmark,Add Colombia data,NaN,NaN,NaN,"Added area 3082-89, datum 6686, conv 15566-67, proj 18055-58, CRSs 4686 4996-97 3114-18, tfm 15714-38.  Added supersession remarks to datum 6218, CRS 4218."
200507,1-2-2005,21-5-2005,Pete Murray; Brisbane City Council,Add Australia Brisbane data,NaN,NaN,NaN,"Added area 2990, proj 17363 and projCRS 3113."
200508,16-2-2005,14-4-2005,Melita Kennedy; ESRI,Add new Dutch transformation,NaN,NaN,NaN,Added tfm 15739-40. Added supersession information and remarks to tfms 1066 and 1751.
200519,20-5-2005,28-5-2005,Jim Cain; Cain & Barnes,Add Yap Islands data,NaN,NaN,NaN,"Added area 3108, coord op method 9832, proj 15399 projCRS 3295."
20053,16-6-2005,18-8-2005,"Tony Hope, NSW Lands Dept.",Add NSW Lambert.,NaN,NaN,NaN,Added projection 17364 and projCRS 3308.
200532,24-6-2005,23-9-2005,Nicolas Lesage; IGN / DGIWG,Add French Guiana data.,NaN,NaN,NaN,Added projCRSs 3312-13. Amended area of interest for projCRSs 2971 and 2972.
200536,29-7-2005,3-8-2005,Bruno Ravanas; Total,Add Nigeria transformation.,NaN,NaN,NaN,Added tfm 15755.
200538,9-8-2005,30-9-2005,Franck Bernard;,Add French Polynesia data.,NaN,NaN,NaN,"For datums 6628 and 6629 changed name from ""Tahiti"" to ""Tahiti 52"" and ""Tahaa"" to ""Tahaa 54"" respectively, added old name as alias, added origin description, datum epoch and remarks regarding supersession, amended information source from ""IGN Paris"" to local government. For datum 6630, added origin description. For datum 6630, geog CRS 4630 and tfm 2978 changed area of use from ""Nuku Hiva"" to ""Nuku Hiva, Ua Huka and Ua Pou"" and info source from ""IGN Paris"" to local government. For CRSs 4628 and 4629 and tfms 1913 and 1924 changed name from ""Tahiti"" to ""Tahiti 52"" and ""Tahaa"" to ""Tahaa 54"" respectively, added old name as alias, added remarks regarding supersession, amended information source from ""IGN Paris"" to local government. For tfms 1913 and 1924 changed name from ""Tahiti"" to ""Tahiti 52"" and ""Tahaa"" to ""Tahaa 54"" respectively, added old name as alias. Added datums 5195-5202 and 6687-6692, CRSs 4998-99 4687-4692 3296-99,  3302-06 and 5600-5607, conversions 15568-69, tfms 15756-77."
20054,17-8-2005,30-8-2005,Bernard Flaceliere; Total,Add Libya transformation.,NaN,NaN,NaN,Added tfm 15778.
200541,17-8-2005,18-8-2005,Bernard Flaceliere; Total,Add Iran data.,NaN,NaN,NaN,"Added datums 6693 and 9314, CRSs 4693 3307 and 5817, tfms 15745-47."
200544,19-8-2005,30-9-2005,Jim Bellenger; NGA,Add EGM84 geoid.,NaN,NaN,NaN,"Added datum 5203, CRS 5798, coord operation 15781."
200548,12-5-2005,30-9-2005,OGP,Add Argentine CRS data.,NaN,NaN,NaN,"Added datum 6694, conversions 15570-71, CRSs 4928-29 4694 22181-87 22171-77, tfm 15780. Added deprecation trail record to previously deprecated datum 6172 and CRS 4162. For datum 6190 and CRS 4190 changed code in remarks from 6172/4172 to 6694/4694."
2005481,29-9-2005,6-2-2006,OGP,Add Argentine tfm data.,NaN,NaN,NaN,Added tfms 15782 and 15845.
20055,19-9-2005,30-9-2005,Will Patterson; California Department of Fish and Game,Add US California Albers projection.,NaN,NaN,NaN,Added proj 10420 and projCRSs 3309-11.
200553,22-9-2005,30-9-2005,Antonio Rotundo; National Centre for Information Technology in the Public Administration,Add Italy cadastral CRSs.,NaN,NaN,NaN,Request withdrawn by correspondent.
200557,10-10-2005,10-10-2005,OGP,v6.8 release.,NaN,NaN,NaN,NaN
20056,26-10-2005,7-4-2006,Francois Boucquaert; Fugro-Topnav,Add Mauritius data.,NaN,NaN,NaN,"Added datum 6699, geoCRSs 4699, projCRS 3337, tfm 15784."
200573,5-11-2005,26-1-2006,Jim Cain; Cain & Barnes,"Change autonumber datatype for [Alias.Alias Code], [Coordinate Axis.Coordinate_Axis_Code], [Deprecation.Deprecation_ID] and [Supersession.Supersession_ID] fields.",NaN,NaN,NaN,Changes made to forms and reports - no data changes.
200575,25-11-2005,28-11-2005,OGP,Add DR Congo data.,NaN,NaN,NaN,"Added datum 6701, geogCRS 4701, projCRS 3339-42, tfm15787. On deprecation table record 1008 for tfm 1119, in reason for deprecation field changed ""Kasai 1953"" to ""IGC 1962 6th Parallel South""."
20058,15-12-2005,21-12-2005,Jeff Logan; Pacific Disaster Center,Add Pacific projCRS.,NaN,NaN,NaN,"Added area 3172, projection 19898, projCRS 3349."
200581,15-12-2005,21-12-2005,Peter Rusforth; StatsCanada.,Add Canada projCRS.,NaN,NaN,NaN,"Added projection 19897, projCRSs 3347-48."
200586,20-12-2005,11-1-2006,OGP,Duplicate Australian transformations to WGS 84.,NaN,NaN,NaN,Added tfms 15788-89. Added cross-referencing remarks to these to tfm 1278 and 1280.
200587,22-12-2005,3-2-2006,OGP,Add Egypt data.,NaN,NaN,NaN,"Added datum 6706, geogCRS 4706, projCRS 3355, tfms 15792 and 8657. Deprecated tfm 1546 and added replacement 15846."
200589,30-12-2005,12-2-2006,Christen Faber; TU Dresden,Review area definitions.,NaN,NaN,NaN,"Extensive changes made to area table records. These are not documented in detail here. Generically these changes include: (i) for all area records with ISO country code and maritime extent, added remarks regarding onshore and offshore extent, and added onshore only records 3212-3332.  (ii) clarifications to area of use where ISO 3166 includes dependencies etc. within a country name; (iii) corrections to erroneously-assigned areas. For (i) and (iii), relevant Datum, CRS and Coord Operation records reassigned new area code - these changes not reflected in change ID in these records."
200602,2-1-2006,9-2-2006,OGP,Check OGP accuracy for NGA tfms.,NaN,NaN,NaN,For tfm 1108 changed accuracy from 3 to 5.
200605,26-1-2006,30-1-2006,OGP,Add Korea data.,NaN,NaN,NaN,"Added datum 6737, conversions 15572-73, CRSs 4926-27 and 4737; tfm 15831."
200607,26-1-2006,26-1-2006,OGP,Add Cayman Island data.,NaN,NaN,NaN,"Added projCRSs 3356-57, tfm 15829-30."
200612,29-1-2006,21-9-2006,OGP,Add Pacific data.,NaN,NaN,NaN,No action at this time.
200616,3-2-2006,7-4-2006,OGP,Add Glonass PZ-90 data.,NaN,NaN,NaN,"Added ellipsoid 7054, datum 6740, CRS 4740 4922-23, conversions 15576-77, tfms 15843-44 and 15865."
200619,20-2-2006,20-2-2006,OGP,v6.9 release.,NaN,NaN,NaN,NaN
200621,6-3-2006,15-5-2006,Stephanie Kreibich; Papuan Oil Search,Add Egypt data,NaN,NaN,NaN,Advised correspondent that insufficient evidence for Egypt-wide Lambert projection has been found.
2006221,13-3-2006,30-7-2006,OGP,Add Greenland GR96 data,NaN,NaN,NaN,"Added area 3449-60, datum 6747, conv 15580-81, CRSs 4747 4908-09,projCRSs 3178-89,  tfm 15879 and ."
2006231,14-3-2006,7-4-2006,Wayne Jauer; ExxonMobil,Add Australia data,NaN,NaN,NaN,Added tfms 15785-86.
2006232,14-3-2006,7-4-2006,Wayne Jauer; ExxonMobil,Add Alaska data,NaN,NaN,NaN,Added tfm 15864.
2006254,14-3-2006,21-9-2006,OGP,Add Malaysia GDM2000 tfm data,NaN,NaN,NaN,Data not freely available at this time.
200628,6-4-2006,30-7-2006,Magnus Jöngren; Intergraph Sverige,Add Sweden ST74,NaN,NaN,NaN,"Added area 3408, proj 19876, projCRS 3152."
200629,7-4-2006,7-4-2006,OGP,v6.10 release.,NaN,NaN,NaN,NaN
20063,7-4-2006,31-7-2006,OGP,Add Caspian Sea Mercator,NaN,NaN,NaN,"Added proj 19884, CS 4534 and projCRS 3388. For tfm method 9805, added remarks."
2006351,11-5-2006,23-5-2006,David Heath; Transform Software,Review dates in SQL scripts,NaN,NaN,NaN,vba module amended (to v0.16) to change date formal in SQL scripts from yyyy/mm/dd to yyyy-mm-dd.
2006353,11-5-2006,8-6-2006,David Heath; Transform Software,Review unique SQL scripts,NaN,NaN,NaN,vba module amended (to v0.18) to output SQL scripts modified to resolve conflict between Unique constraint and table keys.
200636,11-5-2006,15-5-2006,Loic Maze; Geosphere,Add France transformations,NaN,NaN,NaN,Correspondent referred to section 5.7.6 of Guidance Note 7-1.
200652,22-6-2006,16-7-2006,Sabine Grabner; University of California Marine Science Institute,Review SQL script byte encoding error,NaN,NaN,NaN,Unable to replicate error - advised correspondent.
200656,10-7-2006,2-8-2006,Sigrid Matthes Ofstad; Statoil,Add Algeria tfm,NaN,NaN,NaN,"Added area 3402, tfm 15874."
200658,11-7-2006,6-6-2007,Frank Warmerdam,Review use of data requirements,NaN,NaN,NaN,GN7-1 updated.
20066,13-7-2006,17-11-2006,David Heath; Transform Software,Problem with SQL scripts and Apache Derby database,NaN,NaN,NaN,Resolved in vba script v1.04.
200661,14-7-2006,30-7-2006,Alex Kuznetsov; Sir Sandford Fleming College,Add Canada Ontario MNR,NaN,NaN,NaN,Added proj 19875 and projCRS 3161-62.
200663,24-7-2006,30-7-2006,Javier Gonzalez Matesanz; IGN,Add Spain transformation,NaN,NaN,NaN,Added area 3429 and tfm 15895.
200668,3-8-2006,16-11-2006,OGP,Review requirement for transformation variant field,NaN,NaN,NaN,NaN
200669,3-8-2006,17-11-2006,OGP,Review requirement for version history table version code,NaN,NaN,NaN,Code field added to version history table.
20067,9-8-2006,9-8-2006,OGP,v6.11 release,NaN,NaN,NaN,NaN
200674,10-8-2006,21-9-2006,OGP,Add Fiji transformations,NaN,NaN,NaN,Added tfms 15905-06.
20068,18-8-2006,21-8-2006,Oscar van Vlijmen,Correct Modified Azimuthal Equidistant projection example.,NaN,NaN,NaN,GN7-2 corrected. No change to database.
200684,12-9-2006,3-10-2006,Christophe Lafit; EADS,Add Vietnam data,NaN,NaN,NaN,"Added datum 6756, geogCRS 4756, projCRSs 3405-06. Added remarks regarding supersession to datum 6147, CRSs 4147 and 2044-45. For CRS 2045, corrected EPSG alias."
200686,22-9-2006,15-12-2006,"Vincent J Troisi ; University of Colorado, National Snow and Ice Data Center.",Add NSIDC data,NaN,NaN,NaN,"Added ellipsoids 7057-58, datums 6053-54, geogCRSs 4053-54, proj 19865-69, CS 4468-70, areas 3463 and 3473-76, method 9834, projCRSs 3408-13."
200688,4-10-2006,4-10-2006,OGP,v6.11.1 release,NaN,NaN,NaN,NaN
2006882,23-10-2006,23-10-2006,OGP,v6.11.2 release,NaN,NaN,NaN,NaN
2006891,13-10-2006,13-10-2006,OGP,Add Singapore data.,NaN,NaN,NaN,"Added datum 6757, geogCRS 4757, proj 19864, projCRS 3414, tfm 15922. For projCRS 24500, added remarks."
2006902,20-10-2006,25-1-2007,Jose Ornelas; INEGI,Add Mexico data,NaN,NaN,NaN,Requested information not received from correspondent.
2006903,20-10-2006,20-12-2006,OGP,"Add US Arkansas, Illinois, Iowa, Kansas, Louisiana, New Hampshire, New Jersey, Rhode Island, South Dakota data",NaN,NaN,NaN,"Added proj 15377-80, 15384-90 and 15391-95, projCRSs 3417-20, 3424-29, 3433-38, 3441-46 and 3451-59. Amended remarks for proj 15378. Added remarks to proj 10331-2, 11231-2, 11431-2, 11531-2, 11731-33, 12830, 12930, 13830 14031-32; geogCRSs 4152, 4269; projCRSs 2264, 2271-73, 2759-2848, 2852-2920, 2924-30, 2967-69, 3075, 3077, 3079, 3084-85, 3087, 3090-91, 3358-65, 3404, 26951-52, 26971-72, 26981-82, 26975-78, 32110-11, 32119, 32128-30, 32133-35, 32145, 32199. Added alias to projCRSs 2759-2865, 2993, 3072, 3074-75, 3077,3358, 3360, 3362, 3364 and 32199."
2006904,20-10-2006,20-12-2006,"Jeff Jensen; Clark County, Nevada",Add US Nevada data,NaN,NaN,NaN,"Added proj 15381-83, projCRSs 3421-23 and 3430-32. Added remarks to proj 12731-3; projCRSs 2820-22, 32107-09."
200692,25-10-2006,17-11-2006,Bruno Ravanas; Total,Add China transformations,NaN,NaN,NaN,Added areas 3466 and 3469-70 and tfms 15918-21. Added proj 19863 and projCRS 3415.
200693,11-11-2006,11-11-2006,Peter Parker; Alaska Department of Natural Resources,Add US NAD 83 Alaska Albers projected CRS,NaN,NaN,NaN,Added proj 15021 and projCRS 3338.
2006931,11-11-2006,19-1-2007,OGP,Add Great Lakes data,NaN,NaN,NaN,"Added area 3467-68, proj 15397-98, projCRSs 3174-75; datums 5204-05, vertCRSs 5608-09."
2006972,22-11-2006,31-12-2006,Flemming Nissen; Danish National Survey and Cadastre,Add Danish data,NaN,NaN,NaN,"Added datum 5206, vertCRS 5799. Supersession remarks added to CRS 5733. Added areas 3471-72 and compound CRSs 7416-20."
2006991,29-12-2006,31-12-2006,OGP,Add Belgium data,NaN,NaN,NaN,Added proj 19862 and projCRS 3447.
2007002,4-1-2007,25-1-2007,Patrick Mollbrink; Spatial Technology AB,Add Sweden plane CRS data,NaN,NaN,NaN,Not in scope of EPSG geodetic parameter dataset. Advised correspondent.
2007007,18-1-2007,18-1-2007,Bruno Ravanas; Total,Add Libya transformation,NaN,NaN,NaN,Added area 3477 and tfm 15923.
200701,22-1-2007,10-7-2007,Tony Drake; BP,Add UAE data,NaN,NaN,NaN,"Added areas 3509 and tfms 15937-38 and 15952-53. For tfm 1531, amended remarks. For areas 1243 1363 1850 and 3325, amended west longitude from 51.16 to 51.57."
200702,5-2-2007,8-2-2007,OGP,v6.12 release,NaN,NaN,NaN,NaN
2007024,12-2-2007,27-3-2007,Brent Wood; NIWA,Add New Zealand projection,NaN,NaN,NaN,"Added area 3508, proj 19855, projCRS 3752."
2007025,12-2-2007,13-3-2007,Oscar van Vlijmen,Add Lambert Cylindrical method to GN7-2,NaN,NaN,NaN,Agreed that GN7-2 should contain formulae and example for all methods used in the db. GN7-2 to be updated when resources allow. Advised correspondent.
2007027,13-2-2007,25-3-2007,Pieter Haaring; Rijkswaterstaat,Add WGS66,NaN,NaN,NaN,Added datum 6760; Coordinate conversions 15590 15591; CRSs 4890 4891 4760.
2007031,21-2-2007,29-5-2007,David G. Smith; Synergist Technology,Add US NSRS2007,NaN,NaN,NaN,"Added areas 3482-94, datum 6759, conversions 15888-89, CRSs 4892-93, 4759, 3465-3559, 3582-3726 and 3728-3733, tfms 15930-31. For HARN CRS records 2759-2781, 2787-2865, 2867-88, 2891-2930, 2967-68, 2993-94, 3071, 3075, 3077, 3079, 3084-85, 3087, 3090-91, 3311, 3358, 3360--65, 3404, 3425-32, 3441-46, 3456-59, 3464, 3568-70, 4152 and 4956-57, added remarks. For projCRS 2865 in remarks also corrected cross reference from code 2758 to 3758."
2007036,8-3-2007,6-7-2007,OGP,Add NTv2 transformations for France and New Caledonia,NaN,NaN,NaN,Added tfms 15939-47. Amended remarks for tfms 1053-54.
2007037,10-3-2007,29-5-2007,OGP,Add US states to area of use for NAD/UTM,NaN,NaN,NaN,"Added areas 3482-3506, projCRSs 3740-51. For areas 2133-36, added Alaska (AK) to area name and area of use. For area 2140, replaced AK with CA, OR and WA. For areas 2141-49, 3114-17, 3404-07 and 3419 added US states to area of use. For areas 3372-75, added AK and OCS to area name. For CRSs 26904-05, changed area code from 2134-35 to 3489 and 3492 respectively. For CRSs 3370-73, 26701-xx and 26901-22, added remarks."
2007054,8-5-2007,10-5-2007,Zamfir Pop; Fugro Chance,Correct Engineering datum aliases,NaN,NaN,NaN,No error found in dataset. Correspondent advised to check the alias table object type field.
2007056,22-5-2007,6-7-2007,"Paul Cooper, BAS.",Add South Georgia data,NaN,NaN,NaN,"Added area 3529, projection 19854 and projCRS 3762."
2007057,22-5-2007,13-11-2007,OGP,Explain relationship between International Reference Meridian and Greenwich.,NaN,NaN,NaN,GN 0 to be amended to show this information.
2007068,16-7-2007,16-7-2007,OGP,v6.13 release,NaN,NaN,NaN,NaN
2007073,13-8-2007,15-8-2007,Melita Kennedy; ESRI,Add Portugal CRS,NaN,NaN,NaN,Added projection 19853 and projCRS 3763.
2007077,24-8-2007,1-11-2007,Filip Biljecki; Croatian community wireless association Geoinformation development group.,Add Croatia data,NaN,NaN,NaN,"Added areas 3538-39, datums 6761 and 5207, proj 19851-52, CRSs 4888-89 4761 5610 3765-68, tfm 15966-67. For areas 1076 and 3234, amended south-bounding latitude."
2007087,2-9-2007,2-9-2007,OGP,Version 6.14 release,NaN,NaN,NaN,NaN
2007093,26-9-2007,29-9-2007,Col Hector Rovera; Servicio Geografico Militar,Add Uruguay data,NaN,NaN,NaN,Added tfm 15963.
2007097,22-10-2007,24-9-2008,Cristian Balint: Gea Cart SRL,Add Romania transformation,NaN,NaN,NaN,Added tfms 15993-95.
2007098,23-10-2007,10-12-2007,Janne Kovanen; Finnish Geodetic Institute,Add Finland city CRS,NaN,NaN,NaN,Request withdrawn.
2007101,11-12-2007,12-12-2007,Peter Hopkin; Department of Lands Buildings and Surveys,Add Bermuda data,NaN,NaN,NaN,"Added datum 6762, proj 19849, CRSs 4886-87 4762 3769-70, tfms 15969-71"
2008001,9-1-2008,8-2-2008,David Heath; Transform Software,Add Canada Alberta 3TM projections and projCRSs.,NaN,NaN,NaN,"Added area 3540-43, proj 17722-25 and projCRSs 3771-82."
2008003,11-1-2008,11-4-2008,David Burrows; ESRI,Add Equidistant Cylindrical ellipsoidal projection method,NaN,NaN,NaN,"Added method 9842, amended name for method 9823. Deprecated CRS 32662, added projection 19846, CRSs 32663 and 3786. For proj 19968, amended name."
2008004,20-1-2008,28-1-2008,Jofe Jenkins; Measurement Solutions,Add Pitcairn Island data,NaN,NaN,NaN,"Added datum 6763, proj 19848, CRSs 4763 and 3783-84, tfm 15972. For datum 6729, added origin description and replacement remarks. For CRS 4729, added replacement remarks."
2008005,29-1-2008,31-1-2008,Ary Sucaya; BPN,Add Indonesia data,NaN,NaN,NaN,Data entered in dataset in v6.13. See 2007.053. Advised correspondent.
2008006,30-1-2008,11-4-2008,Dave Doyle; NGS,"Add US StatePlane Systems in feet for Maine, Minnesota, Nebraska and West Virginia.",NaN,NaN,NaN,"Added proj 11833-34, 12234-36, 14733-34, 15396, projCRS 26814-15, 26819-26, 26830-37 and 26841-46. Added cross-referencing remarks to proj 11831-32, 12231-33, 12630 and 14731-32. For proj 18851 and 11853-54 and projCRS 2802-03, 2810-12, 2819, 2857-58, 3072, 3074-75, 3077, 3463-64, 3554-58, 3594-96, 3606, 3693-94, 26783-4, 26983-84, 26991-93, 32104 and 32150-51, amended remarks and/or scope and/or info source and/or alias. For alias 3826 changed object from CRS 3616 to CRS 3617. For proj 10502, added alias."
2008021,26-3-2008,11-4-2008,OGP,Add derived CRS CS axis reversal transformation method.,NaN,NaN,NaN,NaN
2008022,31-3-2008,24-9-2008,Urs Marti; Swiss Federal Office of Topography,Add Liechtenstein Greenwich-based LV03C,NaN,NaN,NaN,"Add proj 19841 and projCRS 21782. For proj 19923, amended remarks. For CRSs 21780-81 amended cross-referencing remarks regarding replacement to apply to Switzerland and not Liechtenstein. For CRs 21781, added alias."
2008025,2-4-2008,11-4-2008,OGP,Add Australia tfms.,NaN,NaN,NaN,Added area 3559 and tfms 15979-80.
2008026,4-4-2008,11-4-2008,OGP,Add France CC zones,NaN,NaN,NaN,"Added areas 3545-53, proj 18101-09, projCRSs 3942-50."
